row_index,longitude,latitude
112,145.01406100200018,-37.961308015998384
113,145.01406100200018,-37.96069801599838
114,145.01406100200018,-37.96008801599838
115,145.01406100200018,-37.95947801599838
116,145.01406100200018,-37.95886801599838
117,145.01406100200018,-37.958258015998375
118,145.01406100200018,-37.95764801599837
119,145.01406100200018,-37.95703801599837
120,145.01406100200018,-37.95642801599837
121,145.01406100200018,-37.95581801599837
122,145.01406100200018,-37.955208015998366
123,145.01406100200018,-37.954598015998364
124,145.01406100200018,-37.95398801599836
125,145.01406100200018,-37.95337801599836
126,145.01406100200018,-37.95276801599836
127,145.01406100200018,-37.95215801599836
128,145.01406100200018,-37.951548015998355
129,145.01406100200018,-37.950938015998354
130,145.01406100200018,-37.95032801599835
131,145.01406100200018,-37.94971801599835
132,145.01406100200018,-37.94910801599835
133,145.01406100200018,-37.94849801599835
134,145.01406100200018,-37.947888015998345
135,145.01406100200018,-37.94727801599834
136,145.01406100200018,-37.94666801599834
137,145.01406100200018,-37.94605801599834
138,145.01406100200018,-37.94544801599834
139,145.01406100200018,-37.944838015998336
140,145.01406100200018,-37.944228015998334
141,145.01406100200018,-37.94361801599833
142,145.01406100200018,-37.94300801599833
143,145.01406100200018,-37.94239801599833
144,145.01406100200018,-37.94178801599833
145,145.01406100200018,-37.941178015998325
146,145.01406100200018,-37.94056801599832
147,145.01406100200018,-37.93995801599832
148,145.01406100200018,-37.93934801599832
149,145.01406100200018,-37.93873801599832
150,145.01406100200018,-37.938128015998316
151,145.01406100200018,-37.937518015998315
152,145.01406100200018,-37.93690801599831
153,145.01406100200018,-37.93629801599831
154,145.01406100200018,-37.93568801599831
155,145.01406100200018,-37.93507801599831
156,145.01406100200018,-37.934468015998306
157,145.01406100200018,-37.933858015998304
158,145.01406100200018,-37.9332480159983
159,145.01406100200018,-37.9326380159983
160,145.01406100200018,-37.9320280159983
161,145.01406100200018,-37.9314180159983
162,145.01406100200018,-37.930808015998295
163,145.01406100200018,-37.93019801599829
164,145.01406100200018,-37.92958801599829
165,145.01406100200018,-37.92897801599829
166,145.01406100200018,-37.92836801599829
167,145.01406100200018,-37.927758015998286
168,145.01406100200018,-37.927148015998284
169,145.01406100200018,-37.92653801599828
170,145.01406100200018,-37.92592801599828
171,145.01406100200018,-37.92531801599828
172,145.01406100200018,-37.92470801599828
173,145.01406100200018,-37.924098015998275
174,145.01406100200018,-37.923488015998274
175,145.01406100200018,-37.92287801599827
176,145.01406100200018,-37.92226801599827
177,145.01406100200018,-37.92165801599827
178,145.01406100200018,-37.92104801599827
179,145.01406100200018,-37.920438015998265
180,145.01406100200018,-37.91982801599826
181,145.01406100200018,-37.91921801599826
182,145.01406100200018,-37.91860801599826
183,145.01406100200018,-37.91799801599826
184,145.01406100200018,-37.917388015998256
185,145.01406100200018,-37.916778015998254
186,145.01406100200018,-37.91616801599825
187,145.01406100200018,-37.91555801599825
188,145.01406100200018,-37.91494801599825
189,145.01406100200018,-37.91433801599825
190,145.01406100200018,-37.913728015998245
191,145.01406100200018,-37.91311801599824
192,145.01406100200018,-37.91250801599824
193,145.01406100200018,-37.91189801599824
194,145.01406100200018,-37.91128801599824
195,145.01406100200018,-37.910678015998236
196,145.01406100200018,-37.910068015998235
197,145.01406100200018,-37.90945801599823
198,145.01406100200018,-37.90884801599823
199,145.01406100200018,-37.90823801599823
200,145.01406100200018,-37.90762801599823
201,145.01406100200018,-37.907018015998226
202,145.01406100200018,-37.906408015998224
203,145.01406100200018,-37.90579801599822
204,145.01406100200018,-37.90518801599822
205,145.01406100200018,-37.90457801599822
206,145.01406100200018,-37.90396801599822
207,145.01406100200018,-37.903358015998215
208,145.01406100200018,-37.90274801599821
209,145.01406100200018,-37.90213801599821
210,145.01406100200018,-37.90152801599821
211,145.01406100200018,-37.90091801599821
212,145.03306100200018,-37.99424801599848
213,145.03306100200018,-37.99363801599848
214,145.03306100200018,-37.993028015998476
215,145.03306100200018,-37.992418015998474
216,145.03306100200018,-37.99180801599847
217,145.03306100200018,-37.99119801599847
218,145.03306100200018,-37.99058801599847
219,145.03306100200018,-37.98997801599847
220,145.03306100200018,-37.989368015998465
221,145.03306100200018,-37.988758015998464
222,145.03306100200018,-37.98814801599846
223,145.03306100200018,-37.98753801599846
224,145.03306100200018,-37.98692801599846
225,145.03306100200018,-37.98631801599846
226,145.03306100200018,-37.985708015998455
227,145.03306100200018,-37.98509801599845
228,145.03306100200018,-37.98448801599845
229,145.03306100200018,-37.98387801599845
230,145.03306100200018,-37.98326801599845
231,145.03306100200018,-37.982658015998446
232,145.03306100200018,-37.982048015998444
233,145.03306100200018,-37.98143801599844
234,145.03306100200018,-37.98082801599844
235,145.03306100200018,-37.98021801599844
236,145.03306100200018,-37.97960801599844
237,145.03306100200018,-37.978998015998435
238,145.03306100200018,-37.97838801599843
239,145.03306100200018,-37.97777801599843
240,145.03306100200018,-37.97716801599843
241,145.03306100200018,-37.97655801599843
242,145.03306100200018,-37.975948015998426
243,145.03306100200018,-37.975338015998425
244,145.03306100200018,-37.97472801599842
245,145.03306100200018,-37.97411801599842
246,145.03306100200018,-37.97350801599842
247,145.03306100200018,-37.97289801599842
248,145.03306100200018,-37.972288015998416
249,145.03306100200018,-37.971678015998414
250,145.03306100200018,-37.97106801599841
251,145.03306100200018,-37.97045801599841
252,145.03306100200018,-37.96984801599841
253,145.03306100200018,-37.96923801599841
254,145.03306100200018,-37.968628015998405
255,145.03306100200018,-37.9680180159984
256,145.03306100200018,-37.9674080159984
257,145.03306100200018,-37.9667980159984
258,145.03306100200018,-37.9661880159984
259,145.03306100200018,-37.965578015998396
260,145.03306100200018,-37.964968015998394
261,145.03306100200018,-37.96435801599839
262,145.03306100200018,-37.96374801599839
263,145.03306100200018,-37.96313801599839
264,145.03306100200018,-37.96252801599839
265,145.03306100200018,-37.961918015998386
266,145.03306100200018,-37.961308015998384
267,145.03306100200018,-37.96069801599838
268,145.03306100200018,-37.96008801599838
269,145.03306100200018,-37.95947801599838
270,145.03306100200018,-37.95886801599838
271,145.03306100200018,-37.958258015998375
272,145.03306100200018,-37.95764801599837
273,145.03306100200018,-37.95703801599837
274,145.03306100200018,-37.95642801599837
275,145.03306100200018,-37.95581801599837
276,145.03306100200018,-37.955208015998366
277,145.03306100200018,-37.954598015998364
278,145.03306100200018,-37.95398801599836
279,145.03306100200018,-37.95337801599836
280,145.03306100200018,-37.95276801599836
281,145.03306100200018,-37.95215801599836
282,145.03306100200018,-37.951548015998355
283,145.03306100200018,-37.950938015998354
284,145.03306100200018,-37.95032801599835
285,145.03306100200018,-37.94971801599835
286,145.03306100200018,-37.94910801599835
287,145.03306100200018,-37.94849801599835
288,145.03306100200018,-37.947888015998345
289,145.03306100200018,-37.94727801599834
290,145.03306100200018,-37.94666801599834
291,145.03306100200018,-37.94605801599834
292,145.03306100200018,-37.94544801599834
293,145.03306100200018,-37.944838015998336
294,145.03306100200018,-37.944228015998334
295,145.03306100200018,-37.94361801599833
296,145.03306100200018,-37.94300801599833
297,145.03306100200018,-37.94239801599833
298,145.03306100200018,-37.94178801599833
299,145.03306100200018,-37.941178015998325
300,145.03306100200018,-37.94056801599832
301,145.03306100200018,-37.93995801599832
302,145.03306100200018,-37.93934801599832
303,145.03306100200018,-37.93873801599832
304,145.03306100200018,-37.938128015998316
305,145.03306100200018,-37.937518015998315
306,145.03306100200018,-37.93690801599831
307,145.03306100200018,-37.93629801599831
308,145.03306100200018,-37.93568801599831
309,145.03306100200018,-37.93507801599831
310,145.03306100200018,-37.934468015998306
311,145.03306100200018,-37.933858015998304
312,145.03306100200018,-37.9332480159983
313,145.03306100200018,-37.9326380159983
314,145.03306100200018,-37.9320280159983
315,145.0520610020002,-37.98448801599845
316,145.0520610020002,-37.98387801599845
317,145.0520610020002,-37.98326801599845
318,145.0520610020002,-37.982658015998446
319,145.0520610020002,-37.982048015998444
320,145.0520610020002,-37.98143801599844
321,145.0520610020002,-37.98082801599844
322,145.0520610020002,-37.98021801599844
323,145.0520610020002,-37.97960801599844
324,145.0520610020002,-37.978998015998435
325,145.0520610020002,-37.97838801599843
326,145.0520610020002,-37.97777801599843
327,145.0520610020002,-37.97716801599843
328,145.0520610020002,-37.97655801599843
329,145.0520610020002,-37.975948015998426
330,145.0520610020002,-37.975338015998425
331,145.0520610020002,-37.97472801599842
332,145.0520610020002,-37.97411801599842
333,145.0520610020002,-37.97350801599842
334,145.0520610020002,-37.97289801599842
335,145.0520610020002,-37.972288015998416
336,145.0520610020002,-37.971678015998414
337,145.0520610020002,-37.97106801599841
338,145.0520610020002,-37.97045801599841
339,145.0520610020002,-37.96984801599841
340,145.0520610020002,-37.96923801599841
341,145.0520610020002,-37.968628015998405
342,145.0520610020002,-37.9680180159984
343,145.0520610020002,-37.9674080159984
344,145.0520610020002,-37.9667980159984
345,145.0520610020002,-37.9661880159984
346,145.0520610020002,-37.965578015998396
347,145.0520610020002,-37.964968015998394
348,145.0520610020002,-37.96435801599839
349,145.0520610020002,-37.96374801599839
350,145.0520610020002,-37.96313801599839
